,cust_number,buisness_year,doc_id,converted_usd,business_code_enc,name_customer_enc,cust_payment_terms_enc,day_of_postingdate,month_of_postingdate,year_of_postingdate,day_of_createdate,month_of_createdate,year_of_createdate,day_of_due,month_of_due,year_of_due,clear_date,Aging Bucket
5865,200744019,2020.0,1930859498.0,12228.67,66,2796,18,6,5,2020,6,5,2020,21,5,2020,1970-01-04 10:43:01.875000021,0-15
5866,100049962,2020.0,1930676643.0,21565.98,66,2919,18,20,3,2020,20,3,2020,4,4,2020,1970-01-08 13:59:22.125000004,0-15
5867,200739006,2020.0,1930827568.0,21300.0,66,55,18,27,4,2020,27,4,2020,12,5,2020,1970-01-07 07:46:51.812500012,0-15
5868,200769623,2020.0,1930666936.0,25613.35,66,3004,32,19,3,2020,19,3,2020,3,4,2020,1970-01-02 17:04:02.656250003,0-15
5869,200704858,2020.0,1930752628.0,130321.11,66,2970,18,6,4,2020,6,4,2020,21,4,2020,1970-01-04 02:18:23.750000021,0-15
5870,200152991,2020.0,1930732673.0,4626.68,66,1422,18,1,4,2020,1,4,2020,16,4,2020,1970-01-01 15:38:39.144531266,0-15
5871,200769623,2020.0,1930796829.0,29087.75,66,2997,32,18,4,2020,18,4,2020,3,5,2020,1970-01-02 17:04:02.656250003,0-15
5872,200820380,2020.0,1930801439.0,11563.76,66,2543,18,21,4,2020,21,4,2020,6,5,2020,1970-01-02 05:34:50.156250006,0-15
5873,200726979,2020.0,1930577347.0,413.83,66,334,18,27,2,2020,27,2,2020,13,3,2020,1970-01-02 02:45:24.757812513,0-15
5874,200418007,2020.0,1930733718.0,1081.68,66,94,31,9,4,2020,9,4,2020,13,6,2020,1970-01-05 21:14:05.281250013,0-15
5875,200704045,2020.0,1930857885.0,92896.61,66,2260,18,4,5,2020,4,5,2020,19,5,2020,1970-01-01 21:15:43.843750019,0-15
5876,200148860,2020.0,1930624246.0,47652.41,66,818,18,10,3,2020,10,3,2020,25,3,2020,1969-12-29 10:35:55.859375025,
5877,140104423,2020.0,2960620914.0,38333.596,66,1900,5,14,3,2020,17,3,2020,27,3,2020,1970-01-06 02:24:29.250000027,0-15
5878,200769623,2020.0,1930612202.0,14982.05,66,2995,32,9,3,2020,9,3,2020,24,3,2020,1970-01-02 17:04:02.656250024,0-15
5879,200416837,2020.0,1930858905.0,1287.83,66,718,36,5,5,2020,1,5,2020,24,5,2020,1969-12-28 08:18:08.218750024,
5880,200772670,2020.0,1930797219.0,3835.12,66,192,46,17,4,2020,17,4,2020,2,5,2020,1970-01-02 05:28:31.546875002,0-15
5881,200418007,2020.0,1930779935.0,5188.45,66,98,18,13,4,2020,13,4,2020,28,4,2020,1970-01-06 17:35:12.125000028,0-15
5882,200769623,2020.0,1930775840.0,16546.11,66,3003,32,12,4,2020,12,4,2020,27,4,2020,1970-01-02 17:04:02.656250027,0-15
5883,200230690,2020.0,1930806544.0,25.92,66,729,36,21,4,2020,16,4,2020,9,5,2020,1969-12-28 10:25:30.500000009,
5884,100054867,2020.0,1930666455.0,88169.63,66,2919,18,20,3,2020,20,3,2020,4,4,2020,1970-01-08 04:12:16.687500004,0-15
5885,200772670,2020.0,1930693743.0,79008.61,66,183,46,24,3,2020,24,3,2020,8,4,2020,1970-01-02 04:50:41.148437508,0-15
5886,200290370,2020.0,1930709670.0,34795.2,66,237,18,30,3,2020,30,3,2020,14,4,2020,1970-01-01 15:00:04.757812514,0-15
5887,200762301,2020.0,1930665942.0,7543.41,66,447,31,17,3,2020,17,3,2020,21,5,2020,1969-12-31 05:52:28.039062521,
5888,140104423,2020.0,2960617062.0,38332.293999999994,66,1893,5,27,2,2020,27,2,2020,8,3,2020,1970-01-06 02:24:29.250000008,0-15
5889,200793568,2020.0,1930856852.0,151820.55,66,2657,18,4,5,2020,4,5,2020,19,5,2020,1970-01-02 15:23:48.343750019,0-15
5890,200418007,2020.0,1930671480.0,1824.48,66,97,31,24,3,2020,24,3,2020,28,5,2020,1970-01-05 21:14:05.281250028,0-15
5891,100030964,2020.0,1930671650.0,5528.9,66,1986,18,21,3,2020,21,3,2020,5,4,2020,1970-01-01 23:59:44.312500005,0-15
5892,140104409,2020.0,2960621743.0,93346.87599999999,66,1668,5,19,3,2020,27,3,2020,6,4,2020,1970-01-05 21:26:51.156250006,0-15
5893,200759878,2020.0,1930778071.0,43697.31,66,2388,32,11,4,2020,11,4,2020,26,4,2020,1969-12-31 18:16:28.447265651,
5894,200762301,2020.0,1930668561.0,84555.48,66,450,24,19,3,2020,19,3,2020,3,4,2020,1969-12-31 22:54:47.122558597,
5895,200769623,2020.0,1930624425.0,13098.88,66,3004,32,9,3,2020,9,3,2020,24,3,2020,1970-01-02 17:04:02.656250024,0-15
5896,200769623,2020.0,1930797976.0,38913.18,66,2998,32,17,4,2020,17,4,2020,2,5,2020,1970-01-02 17:04:02.656250002,0-15
5897,200418007,2020.0,1930659952.0,26127.36,66,97,18,17,3,2020,17,3,2020,1,4,2020,1970-01-06 17:35:12.125000001,0-15
5898,200769623,2020.0,1930670742.0,8399.82,66,3005,32,20,3,2020,20,3,2020,4,4,2020,1970-01-02 17:04:02.656250004,0-15
5899,140106408,2020.0,2960625523.0,27152.740999999998,66,2987,5,31,3,2020,31,3,2020,10,4,2020,1970-01-13 11:53:08.125000010,0-15
5900,200775660,2020.0,1930739255.0,10546.55,66,2919,31,3,4,2020,3,4,2020,7,6,2020,1970-01-04 05:10:03.437500007,0-15
5901,200020431,2020.0,1930602984.0,4094.38,66,722,34,5,3,2020,1,3,2020,11,3,2020,1969-12-28 08:18:08.218750011,
5902,140104423,2020.0,2960622328.0,40350.625,66,1899,5,18,3,2020,21,3,2020,31,3,2020,1970-01-06 02:24:29.250000031,0-15
5903,200777735,2020.0,1930758575.0,70291.21,66,1974,18,6,4,2020,6,4,2020,21,4,2020,1970-01-01 17:03:42.312500021,0-15
5904,140106379,2020.0,2960629340.0,983.2129999999999,66,2919,5,17,4,2020,28,4,2020,8,5,2020,1970-01-14 06:33:04.625000008,0-15
5905,200704858,2020.0,1930727136.0,15076.87,66,2975,18,1,4,2020,1,4,2020,16,4,2020,1970-01-04 01:34:22.093750016,0-15
5906,200729290,2020.0,1930679078.0,19275.26,66,1587,18,21,3,2020,21,3,2020,5,4,2020,1970-01-02 03:17:56.250000005,0-15
5907,200772595,2020.0,1930624982.0,37678.69,66,2406,31,11,3,2020,11,3,2020,15,5,2020,1970-01-01 07:00:55.964843765,0-15
5908,200741174,2020.0,1930649199.0,4899.33,66,1701,18,14,3,2020,14,3,2020,29,3,2020,1970-01-02 07:26:29.601562529,0-15
5909,140104475,2020.0,2960618372.0,1513.225,66,969,5,5,3,2020,13,3,2020,23,3,2020,1970-01-05 21:32:45.562500023,0-15
5910,200668077,2020.0,1930655663.0,26582.4,66,2919,9,20,3,2020,20,3,2020,30,3,2020,1970-01-08 15:41:03.000000030,0-15
5911,200759878,2020.0,1930618766.0,30936.47,66,2385,32,9,3,2020,9,3,2020,24,3,2020,1969-12-31 18:16:28.447265649,
5912,200772670,2020.0,1930802920.0,39575.59,66,186,46,19,4,2020,19,4,2020,4,5,2020,1970-01-02 05:28:31.546875004,0-15
5913,200749225,2020.0,1930841949.0,99039.55,66,2672,18,30,4,2020,30,4,2020,15,5,2020,1970-01-02 17:45:08.875000015,0-15
5914,200793513,2020.0,1930751625.0,35484.08,66,1582,18,6,4,2020,6,4,2020,21,4,2020,1970-01-02 02:44:19.359375021,0-15
5915,200610381,2020.0,1930670663.0,29272.32,66,1888,18,19,3,2020,19,3,2020,3,4,2020,1970-01-01 20:47:31.968750003,0-15
5916,200777735,2020.0,1930789166.0,19606.46,66,1973,18,15,4,2020,15,4,2020,30,4,2020,1970-01-01 17:41:32.726562530,0-15
5917,100031704,2020.0,1930774142.0,102434.57,66,750,18,12,4,2020,12,4,2020,27,4,2020,1970-01-01 03:05:14.264648465,0-15
5918,200418007,2020.0,1930817589.0,29854.25,66,92,18,26,4,2020,26,4,2020,11,5,2020,1970-01-06 17:35:12.125000011,0-15
5919,200773364,2020.0,1930753661.0,49126.44,66,2869,18,8,4,2020,8,4,2020,23,4,2020,1970-01-04 02:56:08.156250023,0-15
5920,200726979,2020.0,1930665008.0,33.18,66,330,18,18,3,2020,18,3,2020,2,4,2020,1970-01-02 03:30:54.984375002,0-15
5921,200418007,2020.0,1930741910.0,2467.22,66,96,18,8,4,2020,8,4,2020,23,4,2020,1970-01-06 17:35:12.125000023,0-15
5922,200762301,2020.0,1930620718.0,99524.95,66,443,24,9,3,2020,9,3,2020,24,3,2020,1969-12-31 22:54:47.122558618,
5923,200707822,2020.0,1930731285.0,19467.42,66,2232,18,1,4,2020,1,4,2020,16,4,2020,1970-01-02 02:08:18.179687516,0-15
5924,200741174,2020.0,1930585145.0,39401.42,66,1703,11,5,3,2020,5,3,2020,6,4,2020,1970-01-02 07:26:29.601562506,0-15
5925,100043936,2020.0,1930772400.0,18145.19,66,2919,9,10,4,2020,10,4,2020,20,4,2020,1970-01-11 22:59:15.312500020,0-15
5926,200353024,2020.0,1930878453.0,15644.7,66,734,34,8,5,2020,1,5,2020,11,5,2020,1969-12-28 08:18:08.218750011,
5927,200744019,2020.0,1930778489.0,2059.49,66,2788,18,12,4,2020,12,4,2020,27,4,2020,1970-01-02 18:22:59.296875027,0-15
5928,200769623,2020.0,1930612016.0,11856.59,66,3005,32,7,3,2020,7,3,2020,22,3,2020,1970-01-02 17:04:02.656250022,0-15
5929,200875006,2020.0,1930793278.0,47757.38,66,1588,18,16,4,2020,16,4,2020,1,5,2020,1970-01-02 02:06:28.960937501,0-15
5930,200974851,2020.0,1930719475.0,1639.53,66,2315,18,30,3,2020,30,3,2020,14,4,2020,1970-01-02 07:47:44.328125014,0-15
5931,200769623,2020.0,1930777445.0,8636.43,66,2998,32,12,4,2020,12,4,2020,27,4,2020,1970-01-02 17:04:02.656250027,0-15
5932,200630112,2020.0,1930886199.0,7384.8,66,2919,9,12,5,2020,12,5,2020,22,5,2020,1970-01-08 15:41:03.000000022,0-15
5933,200230690,2020.0,1930858598.0,6078.56,66,737,34,5,5,2020,1,5,2020,11,5,2020,1969-12-28 08:18:08.218750011,
5934,200769623,2020.0,1930584836.0,1898.9,66,3003,32,2,3,2020,2,3,2020,17,3,2020,1970-01-02 17:04:02.656250017,0-15
5935,200769623,2020.0,1930654879.0,6663.73,66,2996,32,16,3,2020,16,3,2020,31,3,2020,1970-01-02 17:04:02.656250031,0-15
5936,200769623,2020.0,1930592386.0,433.09,66,3002,32,3,3,2020,3,3,2020,18,3,2020,1970-01-02 17:04:02.656250018,0-15
5937,200769623,2020.0,1930732258.0,59075.93,66,3000,32,3,4,2020,3,4,2020,18,4,2020,1970-01-02 16:26:12.234375018,0-15
5938,200769623,2020.0,1930729414.0,38774.34,66,3002,32,3,4,2020,3,4,2020,18,4,2020,1970-01-02 17:04:02.656250018,0-15
5939,140104240,2020.0,2960619782.0,43723.064,66,940,5,13,3,2020,21,3,2020,31,3,2020,1970-01-05 13:26:18.718750031,0-15
5940,200466603,2020.0,1930725412.0,72083.39,66,2545,18,1,4,2020,1,4,2020,16,4,2020,1970-01-01 19:39:03.195312516,0-15
5941,200769623,2020.0,1930653681.0,4272.16,66,2995,32,15,3,2020,15,3,2020,30,3,2020,1970-01-02 17:04:02.656250030,0-15
5942,200794332,2020.0,1930856878.0,12929.27,66,627,20,7,5,2020,7,5,2020,22,5,2020,1969-12-31 20:49:41.123046897,
5943,140104229,2020.0,2960632504.0,3229.0649999999996,66,13,5,30,4,2020,7,5,2020,17,5,2020,1970-01-09 16:09:27.250000017,0-15
5944,200769623,2020.0,1930806244.0,11136.28,66,2996,32,22,4,2020,22,4,2020,7,5,2020,1970-01-02 17:04:02.656250007,0-15
5945,200712187,2020.0,1930857980.0,120987.86,66,2601,18,4,5,2020,4,5,2020,19,5,2020,1970-01-02 17:45:08.875000019,0-15
5946,200769623,2020.0,1930582546.0,1259.34,66,3004,32,29,2,2020,29,2,2020,15,3,2020,1970-01-02 17:04:02.656250015,0-15
5947,200769623,2020.0,1930776581.0,1995.84,66,2998,32,11,4,2020,11,4,2020,26,4,2020,1970-01-02 17:04:02.656250026,0-15
5948,200936373,2020.0,1930587308.0,91710.66,66,2659,18,2,3,2020,2,3,2020,17,3,2020,1970-01-02 20:37:27.296875017,0-15
5949,200776463,2020.0,1930688163.0,12491.62,66,1569,18,23,3,2020,23,3,2020,7,4,2020,1970-01-02 02:44:19.359375007,0-15
5950,200748108,2020.0,1930583141.0,48037.61,66,1588,18,29,2,2020,29,2,2020,15,3,2020,1970-01-02 02:40:05.851562515,0-15
5951,200726979,2020.0,1930711417.0,361.02,66,332,18,28,3,2020,28,3,2020,12,4,2020,1970-01-02 02:45:24.757812512,0-15
5952,200290370,2020.0,1930705003.0,11359.54,66,235,18,1,4,2020,1,4,2020,16,4,2020,1970-01-01 13:38:12.695312516,0-15
5953,200718130,2020.0,1930610859.0,729.52,66,2739,18,5,3,2020,5,3,2020,20,3,2020,1970-01-02 18:22:59.296875020,0-15
5954,200739534,2020.0,1930793373.0,73328.86,66,2038,18,16,4,2020,16,4,2020,1,5,2020,1970-01-02 06:27:06.640625001,0-15
5955,200769623,2020.0,1930778909.0,6189.6,66,2997,32,12,4,2020,12,4,2020,27,4,2020,1970-01-02 17:04:02.656250027,0-15
5956,36000,2020.0,1991840748.0,7515.8,66,1274,56,12,3,2020,12,3,2020,26,4,2020,1970-01-28 01:08:53.000000026,16-30
5957,140106372,2020.0,2960631261.0,2044.0979999999997,66,1036,5,28,4,2020,30,4,2020,10,5,2020,1970-01-04 04:47:42.937500010,0-15
5958,200803720,2020.0,1930818962.0,6335.89,66,719,34,23,4,2020,16,4,2020,26,4,2020,1969-12-28 19:23:48.437500026,
5959,200418007,2020.0,1930854006.0,4571.58,66,89,18,5,5,2020,5,5,2020,20,5,2020,1970-01-06 17:35:12.125000020,0-15
5960,200769623,2020.0,1930873678.0,2169.37,66,3004,32,6,5,2020,6,5,2020,21,5,2020,1970-01-02 17:04:02.656250021,0-15
5961,200769623,2020.0,1930620937.0,11615.01,66,3003,32,8,3,2020,8,3,2020,23,3,2020,1970-01-02 17:04:02.656250023,0-15
5962,200936373,2020.0,1930570140.0,25376.88,66,2659,18,27,2,2020,27,2,2020,13,3,2020,1970-01-02 17:32:36.687500013,0-15
5963,200777735,2020.0,1930595864.0,10217.66,66,1972,18,3,3,2020,3,3,2020,18,3,2020,1970-01-01 17:41:32.726562518,0-15
5964,200769623,2020.0,1930586931.0,38283.12,66,3002,32,2,3,2020,2,3,2020,17,3,2020,1970-01-02 17:04:02.656250017,0-15
5965,200820380,2020.0,1930683341.0,56659.55,66,2536,18,22,3,2020,22,3,2020,6,4,2020,1970-01-02 04:56:59.757812506,0-15
5966,200761734,2020.0,1930682787.0,107708.79,66,1194,18,21,3,2020,21,3,2020,5,4,2020,1970-01-01 08:22:21.687500005,0-15
5967,200769623,2020.0,1930577150.0,240.31,66,3003,32,28,2,2020,28,2,2020,14,3,2020,1970-01-02 17:04:02.656250014,0-15
5968,200769623,2020.0,1930774958.0,17294.89,66,2999,32,11,4,2020,11,4,2020,26,4,2020,1970-01-02 17:04:02.656250026,0-15
5969,200769623,2020.0,1930577506.0,14990.17,66,2997,32,28,2,2020,28,2,2020,14,3,2020,1970-01-02 17:04:02.656250014,0-15
5970,200726979,2020.0,1930801256.0,284.69,66,330,18,19,4,2020,19,4,2020,4,5,2020,1970-01-02 02:45:24.757812504,0-15
5971,200778870,2020.0,1930666059.0,8424.09,66,416,18,17,3,2020,17,3,2020,1,4,2020,1970-01-02 21:55:45.078125001,0-15
5972,200729942,2020.0,1930821429.0,5717.56,66,2387,18,23,4,2020,23,4,2020,8,5,2020,1970-01-02 08:58:39.882812508,0-15
5973,200148860,2020.0,1930779469.0,7723.67,66,811,18,12,4,2020,12,4,2020,27,4,2020,1969-12-29 11:13:46.281250027,
5974,200769623,2020.0,1930732261.0,23009.03,66,3005,32,3,4,2020,3,4,2020,18,4,2020,1970-01-02 17:04:02.656250018,0-15
5975,200609718,2020.0,1930582014.0,12312.0,66,1015,9,28,2,2020,28,2,2020,9,3,2020,1970-01-03 02:16:45.750000009,0-15
5976,200739006,2020.0,1930624133.0,33426.89,66,54,18,10,3,2020,10,3,2020,25,3,2020,1970-01-07 07:46:51.812500025,0-15
5977,200760666,2020.0,1930703477.0,7768.22,66,1478,18,1,4,2020,1,4,2020,16,4,2020,1970-01-02 01:56:04.195312516,0-15
5978,200759878,2020.0,1930725776.0,14537.86,66,2386,32,1,4,2020,1,4,2020,16,4,2020,1969-12-31 16:54:36.388671891,
5979,200230690,2020.0,1930813128.0,2991.84,66,736,36,22,4,2020,16,4,2020,9,5,2020,1969-12-28 09:40:00.281250009,
5980,200418007,2020.0,1930850524.0,3024.0,66,90,31,6,5,2020,6,5,2020,10,7,2020,1970-01-05 21:14:05.281250010,0-15
5981,200727272,2020.0,1930764650.0,31542.39,66,374,18,8,4,2020,8,4,2020,23,4,2020,1970-01-02 02:45:24.757812523,0-15
5982,200793568,2020.0,1930814682.0,5194.04,66,2661,18,23,4,2020,23,4,2020,8,5,2020,1970-01-02 16:01:38.765625008,0-15
5983,200762301,2020.0,1930837841.0,78227.06,66,444,24,29,4,2020,29,4,2020,14,5,2020,1969-12-31 22:54:47.122558608,
5984,200066217,2020.0,1930823150.0,11142.27,66,2919,18,24,4,2020,24,4,2020,9,5,2020,1970-01-04 21:36:10.531250009,0-15
5985,200762301,2020.0,1930708302.0,122645.43,66,452,24,26,3,2020,26,3,2020,10,4,2020,1969-12-31 22:54:47.122558604,
5986,200726979,2020.0,1930584502.0,371.67,66,326,18,29,2,2020,29,2,2020,15,3,2020,1970-01-02 02:45:24.757812515,0-15
5987,200769623,2020.0,1930808901.0,2290.51,66,2996,32,22,4,2020,22,4,2020,7,5,2020,1970-01-02 17:04:02.656250007,0-15
5988,200353024,2020.0,1930758112.0,492.48,66,733,36,7,4,2020,1,4,2020,24,4,2020,1969-12-28 08:18:08.218750024,
5989,200275115,2020.0,1930692445.0,81126.61,66,2478,18,25,3,2020,25,3,2020,9,4,2020,1970-01-01 21:00:55.250000009,0-15
5990,200792293,2020.0,1930598639.0,38584.3,66,2881,18,4,3,2020,4,3,2020,19,3,2020,1970-01-04 06:32:49.718750019,0-15
5991,200769623,2020.0,1930855207.0,30146.29,66,3004,32,4,5,2020,4,5,2020,19,5,2020,1970-01-02 17:04:02.656250019,0-15
5992,200769623,2020.0,1930717371.0,6813.61,66,3002,32,30,3,2020,30,3,2020,14,4,2020,1970-01-02 17:04:02.656250014,0-15
5993,200794332,2020.0,1930669776.0,47386.5,66,634,20,20,3,2020,20,3,2020,4,4,2020,1969-12-31 20:11:50.710937504,
5994,200726979,2020.0,1930630331.0,623.88,66,326,18,7,3,2020,7,3,2020,22,3,2020,1970-01-02 02:45:24.757812522,0-15
5995,200705742,2020.0,1930578686.0,54274.55,66,844,11,28,2,2020,28,2,2020,31,3,2020,1969-12-28 06:27:23.593750031,
5996,200762678,2020.0,1930690983.0,59100.39,66,2919,18,25,3,2020,25,3,2020,9,4,2020,1970-01-05 04:08:36.375000009,0-15
5997,140104225,2020.0,2960633440.0,76960.541,66,2435,5,7,5,2020,8,5,2020,18,5,2020,1970-01-05 01:12:30.968750018,0-15
5998,200706844,2020.0,1930719771.0,2714.67,66,3066,18,1,4,2020,1,4,2020,16,4,2020,1970-01-09 03:44:17.875000016,0-15
5999,200707822,2020.0,1930793380.0,93968.58,66,2229,18,16,4,2020,16,4,2020,1,5,2020,1970-01-02 02:52:19.835937501,0-15
6000,200744019,2020.0,1930741119.0,11420.14,66,2790,18,4,4,2020,4,4,2020,19,4,2020,1970-01-02 18:22:59.296875019,0-15
6001,200778870,2020.0,1930832419.0,8905.19,66,418,18,28,4,2020,28,4,2020,13,5,2020,1970-01-02 17:10:10.906250013,0-15
6002,140105357,2020.0,2960630027.0,9506.0,66,536,5,21,4,2020,29,4,2020,9,5,2020,1970-01-05 18:01:24.843750009,0-15
6003,200769623,2020.0,1930618938.0,1590.5,66,3002,32,8,3,2020,8,3,2020,23,3,2020,1970-01-02 17:04:02.656250023,0-15
6004,200756072,2020.0,1930659162.0,31112.1,66,2294,18,17,3,2020,17,3,2020,1,4,2020,1970-01-02 08:10:59.312500001,0-15
6005,200725421,2020.0,1930638646.0,23976.22,66,287,18,14,3,2020,14,3,2020,29,3,2020,1970-01-02 02:45:24.757812529,0-15
6006,200769623,2020.0,1930623104.0,13214.14,66,3004,32,10,3,2020,10,3,2020,25,3,2020,1970-01-02 17:04:02.656250025,0-15
6007,200974851,2020.0,1930625082.0,2175.99,66,2315,18,9,3,2020,9,3,2020,24,3,2020,1970-01-02 07:47:44.328125024,0-15
6008,200769623,2020.0,1930826259.0,5030.15,66,3001,32,25,4,2020,25,4,2020,10,5,2020,1970-01-02 17:04:02.656250010,0-15
6009,200769623,2020.0,1930581899.0,18530.0,66,3005,32,1,3,2020,1,3,2020,16,3,2020,1970-01-02 15:42:10.593750016,0-15
6010,200759878,2020.0,1930792888.0,79562.2,66,2386,32,16,4,2020,16,4,2020,1,5,2020,1969-12-31 17:38:38.033203126,
6011,200769623,2020.0,1930886115.0,13079.11,66,3002,32,11,5,2020,11,5,2020,26,5,2020,1970-01-02 17:04:02.656250026,0-15
6012,200769623,2020.0,1930578683.0,2096.02,66,3002,32,27,2,2020,27,2,2020,13,3,2020,1970-01-02 17:04:02.656250013,0-15
6013,140104440,2020.0,2960627435.0,16561.832,66,2559,5,8,4,2020,16,4,2020,26,4,2020,1970-01-07 13:56:19.875000026,0-15
6014,200769623,2020.0,1930683445.0,37957.9,66,3000,32,21,3,2020,21,3,2020,5,4,2020,1970-01-02 17:04:02.656250005,0-15
6015,200696090,2020.0,1930843295.0,3284.3,66,2894,18,6,5,2020,6,5,2020,21,5,2020,1970-01-03 23:22:33.468750021,0-15
6016,200759878,2020.0,1930577668.0,37469.52,66,2388,63,1,3,2020,1,3,2020,15,4,2020,1970-01-01 10:34:00.691406265,0-15
6017,200704858,2020.0,1930685562.0,24612.02,66,2976,18,24,3,2020,24,3,2020,8,4,2020,1970-01-04 02:56:14.156250008,0-15
6018,200739534,2020.0,1930706102.0,50122.18,66,2035,18,26,3,2020,26,3,2020,10,4,2020,1970-01-02 06:27:06.640625010,0-15
6019,200759878,2020.0,1930794375.0,13696.5,66,2387,32,19,4,2020,19,4,2020,4,5,2020,1969-12-31 18:16:28.447265629,
6020,200705742,2020.0,1930636623.0,28964.99,66,847,11,10,3,2020,10,3,2020,11,4,2020,1969-12-28 07:05:14.000000011,
6021,200769623,2020.0,1930751088.0,1085.08,66,3000,32,7,4,2020,7,4,2020,22,4,2020,1970-01-02 17:04:02.656250022,0-15
6022,200769623,2020.0,1930855071.0,1518.19,66,2995,32,4,5,2020,4,5,2020,19,5,2020,1970-01-02 17:04:02.656250019,0-15
6023,200707822,2020.0,1930772815.0,187897.38,66,2225,18,11,4,2020,11,4,2020,26,4,2020,1970-01-02 02:52:19.835937526,0-15
6024,140104249,2020.0,2960624788.0,70554.92499999999,66,2569,5,2,4,2020,11,4,2020,21,4,2020,1970-01-06 14:42:58.125000021,0-15
6025,200434439,2020.0,1930664978.0,63965.22,66,255,26,17,3,2020,17,3,2020,6,4,2020,1970-01-01 09:53:55.453125006,0-15
6026,200769623,2020.0,1930832196.0,943.12,66,3002,32,28,4,2020,28,4,2020,13,5,2020,1970-01-02 17:04:02.656250013,0-15
6027,200769623,2020.0,1930602798.0,41846.06,66,3003,32,5,3,2020,5,3,2020,20,3,2020,1970-01-02 17:04:02.656250020,0-15
6028,200606231,2020.0,1930673135.0,11155.37,66,2919,18,24,3,2020,24,3,2020,8,4,2020,1970-01-04 21:36:10.531250008,0-15
6029,200762301,2020.0,1930797542.0,39326.54,66,448,24,16,4,2020,16,4,2020,1,5,2020,1969-12-31 23:32:37.535156251,
6030,140104429,2020.0,2960634111.0,27950.068999999996,66,637,5,11,5,2020,12,5,2020,22,5,2020,1970-01-05 13:30:44.781250022,0-15
6031,200779906,2020.0,1930769236.0,39173.04,66,359,18,10,4,2020,10,4,2020,25,4,2020,1970-01-02 02:11:47.890625025,0-15
6032,200790107,2020.0,1930629929.0,143319.11,66,2368,24,9,3,2020,9,3,2020,24,3,2020,1970-01-02 00:03:15.078125024,0-15
6033,200744019,2020.0,1930624317.0,9499.4,66,2797,18,10,3,2020,10,3,2020,25,3,2020,1970-01-04 10:43:01.875000025,0-15
6034,200735528,2020.0,1930623712.0,87400.46,66,173,18,10,3,2020,10,3,2020,25,3,2020,1970-01-02 13:41:12.640625025,0-15
6035,200875006,2020.0,1930714866.0,122776.04,66,1581,18,27,3,2020,27,3,2020,11,4,2020,1970-01-02 02:06:28.960937511,0-15
6036,200744019,2020.0,1930637036.0,142818.56,66,2793,18,10,3,2020,10,3,2020,25,3,2020,1970-01-04 10:05:11.468750025,0-15
6037,200726979,2020.0,1930858103.0,61.69,66,333,18,5,5,2020,5,5,2020,20,5,2020,1970-01-02 02:45:24.757812520,0-15
6038,200729290,2020.0,1930748465.0,42363.02,66,1585,18,5,4,2020,5,4,2020,20,4,2020,1970-01-02 03:17:56.250000020,0-15
6039,200759878,2020.0,1930804430.0,15005.29,66,2388,32,22,4,2020,22,4,2020,7,5,2020,1969-12-31 18:16:28.447265632,
6040,200744019,2020.0,1930653846.0,15949.29,66,2788,31,16,3,2020,16,3,2020,20,5,2020,1970-01-01 18:46:35.968750020,0-15
6041,200793513,2020.0,1930753150.0,53697.39,66,1587,18,6,4,2020,6,4,2020,21,4,2020,1970-01-02 02:06:28.960937521,0-15
6042,140104409,2020.0,2960631966.0,12673.542,66,1673,5,1,5,2020,5,5,2020,15,5,2020,1970-01-05 22:37:28.468750015,0-15
6043,200778870,2020.0,1930686765.0,21713.84,66,412,18,24,3,2020,24,3,2020,8,4,2020,1970-01-02 21:55:45.078125008,0-15
6044,200759878,2020.0,1930690029.0,13170.07,66,2388,32,26,3,2020,26,3,2020,10,4,2020,1969-12-31 18:16:28.447265635,
6045,200794332,2020.0,1930571902.0,6863.74,66,625,31,28,2,2020,28,2,2020,3,5,2020,1969-12-31 03:09:31.625000003,
6046,200711029,2020.0,1930834313.0,50207.64,66,3032,18,28,4,2020,28,4,2020,13,5,2020,1970-01-09 04:28:19.437500013,0-15
6047,200029010,2020.0,1930689747.0,196838.6,66,1559,18,24,3,2020,24,3,2020,8,4,2020,1970-01-01 16:22:40.789062508,0-15
6048,140104440,2020.0,2960621106.0,2865.499,66,2565,5,13,3,2020,24,3,2020,3,4,2020,1970-01-07 13:56:19.875000003,0-15
6049,200762301,2020.0,1930652050.0,128571.13,66,447,24,14,3,2020,14,3,2020,29,3,2020,1969-12-31 22:54:47.122558623,
6050,200760666,2020.0,1930571056.0,19024.19,66,1476,18,27,2,2020,27,2,2020,13,3,2020,1970-01-02 03:17:56.250000013,0-15
6051,200780383,2020.0,1930664680.0,68779.31,66,1866,18,17,3,2020,17,3,2020,1,4,2020,1970-01-02 06:15:02.312500001,0-15
6052,200726979,2020.0,1930779142.0,600.26,66,333,18,12,4,2020,12,4,2020,27,4,2020,1970-01-02 02:45:24.757812527,0-15
6053,200761734,2020.0,1930755153.0,47081.84,66,1201,18,6,4,2020,6,4,2020,21,4,2020,1970-01-01 08:22:21.687500021,0-15
6054,200726979,2020.0,1930772940.0,505.55,66,327,18,9,4,2020,9,4,2020,24,4,2020,1970-01-02 02:45:24.757812524,0-15
6055,100031704,2020.0,1930842890.0,31796.96,66,748,18,30,4,2020,30,4,2020,15,5,2020,1970-01-01 04:17:20.480468765,0-15
